,index,Scotland,East Anglian Region,London Region,South Region,North Western Region,West Midlands Region,South West Region,East Midlands Region,South East Region,Wales,Yorkshire Region,North Region,Ireland,id_student,code_module,module_domain,module_presentation_length,term,year,num_of_prev_attempts,final_result,date_registration,disability,gender,age_band,highest_education,imd_band,studied_credits,b4_sum_clicks,half_sum_clicks,std_half_score
501,546,0,0,0,0,0,0,1,0,0,0,0,0,0,87107,3,1,240,1,0,0,1,-22.0,0,1,0,3,7.0,60,2.0,524.0,68.3684210526316
502,547,0,1,0,0,0,0,0,0,0,0,0,0,0,87152,5,1,240,1,0,0,1,-218.0,1,0,0,1,2.0,60,122.0,886.0,78.0
503,548,0,0,0,0,0,0,0,0,1,0,0,0,0,87264,5,1,269,0,1,0,1,-36.0,0,0,0,1,3.0,60,298.0,3662.0,91.5
504,549,0,0,0,0,0,0,0,0,0,1,0,0,0,87322,5,1,269,0,1,0,1,-28.0,1,0,0,1,5.0,120,205.0,458.0,75.5
505,550,0,0,0,0,0,0,0,0,1,0,0,0,0,87431,0,0,269,0,1,0,0,-106.0,0,0,1,1,1.0,60,16.0,611.0,33.2
506,551,0,0,0,0,0,1,0,0,0,0,0,0,0,87604,1,0,240,1,0,0,0,-111.0,0,1,0,2,3.0,180,0.0,0.0,0.0
507,552,0,0,0,0,0,0,0,1,0,0,0,0,0,87732,1,0,240,1,0,0,1,-66.0,0,0,1,2,3.0,75,8.0,784.0,76.4418604651163
508,554,0,0,0,0,0,0,0,0,0,1,0,0,0,88340,1,0,234,1,1,0,0,-129.0,1,1,0,1,3.0,60,11.0,176.0,37.046511627907
509,555,0,1,0,0,0,0,0,0,0,0,0,0,0,88439,3,1,262,0,1,0,1,-43.0,0,1,0,3,3.0,60,103.0,241.0,88.6
510,556,1,0,0,0,0,0,0,0,0,0,0,0,0,88490,3,1,241,1,1,0,1,-93.0,0,0,1,4,9.0,60,10.0,407.0,94.875
511,557,0,0,0,0,1,0,0,0,0,0,0,0,0,88568,4,1,268,0,0,0,1,-132.0,0,0,1,3,7.0,30,642.0,1539.0,90.2777777777778
512,558,0,0,1,0,0,0,0,0,0,0,0,0,0,88580,1,0,240,1,0,0,0,-23.0,0,1,0,1,1.0,60,0.0,0.0,0.0
513,561,0,0,0,0,0,0,0,0,1,0,0,0,0,88781,5,1,268,0,0,1,0,-85.0,0,0,0,2,6.0,60,3.0,690.0,50.6666666666667
514,562,0,0,0,0,1,0,0,0,0,0,0,0,0,88910,3,1,241,1,1,1,1,-121.0,0,1,0,1,1.0,180,47.0,415.0,44.7083333333333
515,563,0,0,0,0,0,0,0,0,1,0,0,0,0,88957,5,1,240,1,0,1,0,-137.0,0,0,0,1,3.0,120,0.0,0.0,0.0
516,564,0,0,0,0,1,0,0,0,0,0,0,0,0,89051,3,1,240,1,0,0,1,-78.0,1,0,1,2,3.0,120,6.0,744.0,86.359649122807
517,565,0,0,0,0,0,0,0,0,0,0,1,0,0,228235,1,0,262,0,1,2,0,-57.0,0,1,1,2,3.0,60,0.0,0.0,0.0
518,566,0,0,0,0,0,0,0,0,0,1,0,0,0,89092,1,0,234,1,1,2,1,-30.0,0,1,0,1,5.0,60,0.0,135.0,89.6744186046512
519,567,0,0,0,1,0,0,0,0,0,0,0,0,0,89188,3,1,261,0,0,0,1,-110.0,1,1,0,2,5.0,60,28.0,962.0,64.2083333333333
520,568,0,0,0,1,0,0,0,0,0,0,0,0,0,89545,4,1,269,0,1,0,1,-74.0,0,0,0,3,9.0,30,4.0,295.0,85.3888888888889
521,569,0,0,0,0,0,0,0,0,0,1,0,0,0,89727,3,1,261,0,0,0,0,-75.0,0,1,0,2,4.0,70,35.0,244.0,56.5416666666667
522,570,0,0,0,0,0,0,0,0,1,0,0,0,0,89778,1,0,234,1,1,1,1,-121.0,0,0,0,2,7.0,120,18.0,52.0,121.023255813953
523,571,0,0,0,1,0,0,0,0,0,0,0,0,0,89850,1,0,262,0,1,0,1,-8.0,0,1,0,3,9.0,120,156.0,632.0,85.3333333333333
524,572,0,0,0,0,0,0,0,0,0,0,1,0,0,89895,5,1,240,1,0,0,1,-64.0,0,0,0,1,4.0,60,284.0,2672.0,69.5
525,573,0,0,0,0,0,0,0,0,0,1,0,0,0,89904,3,1,241,1,1,0,1,-23.0,0,0,1,1,3.0,60,68.0,363.0,88.75
526,574,0,0,0,0,0,0,0,0,0,1,0,0,0,90243,1,0,268,0,0,0,1,-18.0,0,1,1,3,7.0,60,26.0,766.0,55.3064516129032
527,575,0,0,0,0,0,0,0,0,0,1,0,0,0,90361,1,0,234,1,1,0,1,-36.0,0,1,1,3,2.0,60,5.0,119.0,69.1162790697674
528,576,1,0,0,0,0,0,0,0,0,0,0,0,0,90537,3,1,241,1,1,0,1,-75.0,1,1,0,2,9.0,60,54.0,577.0,69.8333333333333
529,577,0,0,0,1,0,0,0,0,0,0,0,0,0,90651,5,1,269,0,1,0,0,-148.0,0,0,1,2,9.0,120,0.0,0.0,0.0
530,578,0,0,0,0,0,1,0,0,0,0,0,0,0,90836,3,1,240,1,0,0,0,-128.0,1,0,0,2,5.0,180,0.0,0.0,0.0
531,579,0,0,0,1,0,0,0,0,0,0,0,0,0,90901,5,1,268,0,0,0,1,-32.0,0,0,1,3,2.0,120,1.0,1036.0,85.6666666666667
532,580,0,1,0,0,0,0,0,0,0,0,0,0,0,90979,3,1,261,0,0,0,0,-46.0,0,1,1,3,8.0,120,12.0,127.0,44.0833333333333
533,581,0,0,0,0,0,1,0,0,0,0,0,0,0,91040,2,1,269,0,1,0,0,-108.0,0,1,0,1,2.0,90,79.0,284.0,41.25
534,583,0,0,1,0,0,0,0,0,0,0,0,0,0,91164,5,1,240,1,0,0,0,-31.0,1,0,1,3,0.0,60,0.0,0.0,0.0
535,584,0,0,0,0,1,0,0,0,0,0,0,0,0,91265,0,0,268,0,0,0,1,-31.0,0,0,0,3,0.0,60,76.0,847.0,74.6
536,585,0,0,0,0,0,0,0,0,0,0,1,0,0,91322,1,0,240,1,0,0,1,-19.0,0,1,1,2,4.0,60,19.0,710.0,71.2558139534884
537,586,0,0,0,0,0,0,0,0,0,0,0,0,1,91354,3,1,261,0,0,1,0,-46.0,1,0,0,2,9.0,60,0.0,0.0,0.0
538,587,0,1,0,0,0,0,0,0,0,0,0,0,0,91470,3,1,262,0,1,0,1,-51.0,0,1,0,2,5.0,60,103.0,952.0,80.0
539,588,0,0,0,0,0,0,0,0,0,1,0,0,0,91629,5,1,268,0,0,2,0,-44.0,1,0,0,2,2.0,60,198.0,1459.0,23.0
540,589,0,0,0,0,0,0,0,0,0,0,1,0,0,91801,5,1,269,0,1,1,0,-146.0,0,0,1,1,5.0,60,145.0,1209.0,19.0
541,591,0,0,0,0,0,0,0,0,1,0,0,0,0,92166,3,1,261,0,0,3,0,-74.0,0,0,1,3,9.0,60,0.0,0.0,0.0
542,592,0,1,0,0,0,0,0,0,0,0,0,0,0,92274,1,0,240,1,0,0,0,-96.0,0,1,0,1,6.0,60,16.0,428.0,47.5581395348837
543,593,0,1,0,0,0,0,0,0,0,0,0,0,0,92274,1,0,234,1,1,2,0,-92.0,0,1,0,1,6.0,120,0.0,0.0,0.0
544,594,0,0,0,0,0,0,0,0,0,1,0,0,0,92312,3,1,261,0,0,3,0,-54.0,0,0,0,1,5.0,60,0.0,0.0,0.0
545,595,0,0,0,0,1,0,0,0,0,0,0,0,0,92341,1,0,234,1,1,2,0,-24.0,0,1,0,1,4.0,60,64.0,893.0,73.5813953488372
546,596,0,1,0,0,0,0,0,0,0,0,0,0,0,92391,3,1,261,0,0,1,0,-145.0,0,1,1,2,4.0,60,0.0,0.0,0.0
547,597,0,0,0,0,0,0,0,0,0,0,0,1,0,92775,3,1,240,1,0,1,0,-225.0,1,1,0,1,0.0,60,1330.0,8379.0,42.8771929824561
548,598,0,1,0,0,0,0,0,0,0,0,0,0,0,92832,1,0,240,1,0,0,1,-65.0,0,1,0,2,2.0,60,54.0,424.0,65.8604651162791
549,599,0,0,0,0,0,0,0,0,0,1,0,0,0,92947,1,0,240,1,0,0,1,-227.0,0,1,1,3,1.0,120,71.0,729.0,114.883720930233
550,600,0,1,0,0,0,0,0,0,0,0,0,0,0,92993,1,0,240,1,0,3,1,-43.0,0,1,0,1,1.0,135,49.0,574.0,39.1860465116279
551,601,0,1,0,0,0,0,0,0,0,0,0,0,0,93925,1,0,234,1,1,0,0,-100.0,0,1,0,1,7.0,60,0.0,0.0,0.0
552,602,0,0,0,0,0,1,0,0,0,0,0,0,0,94484,2,1,241,1,1,0,1,-107.0,1,0,1,1,2.0,120,0.0,1502.0,20.45
553,603,0,0,0,1,0,0,0,0,0,0,0,0,0,94616,1,0,240,1,0,1,0,-22.0,0,1,0,1,8.0,60,12.0,130.0,71.7674418604651
554,604,0,0,0,0,0,0,0,0,0,1,0,0,0,94749,5,1,269,0,1,0,0,-22.0,0,0,0,1,9.0,60,28.0,1798.0,50.0
555,605,1,0,0,0,0,0,0,0,0,0,0,0,0,94923,3,1,240,1,0,2,0,-55.0,0,1,0,1,3.0,90,81.0,347.0,59.9473684210526
556,606,0,0,0,1,0,0,0,0,0,0,0,0,0,94961,0,0,268,0,0,0,0,-170.0,0,0,1,1,7.0,60,82.0,257.0,14.8
557,607,0,0,0,1,0,0,0,0,0,0,0,0,0,94961,0,0,269,0,1,1,1,-150.0,0,0,1,1,7.0,60,20.0,623.0,49.6
558,608,0,0,0,0,0,0,1,0,0,0,0,0,0,94964,3,1,240,1,0,0,0,-24.0,0,1,0,1,4.0,60,10.0,189.0,11.280701754386
559,610,1,0,0,0,0,0,0,0,0,0,0,0,0,95356,3,1,240,1,0,0,0,-110.0,0,1,0,3,2.0,90,0.0,123.0,30.9473684210526
560,611,1,0,0,0,0,0,0,0,0,0,0,0,0,95356,3,1,241,1,1,1,0,-29.0,0,1,0,3,2.0,240,1.0,74.0,14.25
561,612,0,1,0,0,0,0,0,0,0,0,0,0,0,95746,5,1,268,0,0,1,1,-179.0,0,0,0,2,8.0,60,0.0,129.0,53.0
562,613,0,0,0,0,0,0,0,0,1,0,0,0,0,95755,0,0,269,0,1,0,0,-80.0,0,0,0,1,9.0,60,25.0,352.0,24.4
563,614,0,0,0,0,0,0,0,1,0,0,0,0,0,95906,2,1,241,1,1,0,1,-27.0,0,1,0,2,5.0,120,19.0,1000.0,95.8
564,616,0,0,0,1,0,0,0,0,0,0,0,0,0,96291,1,0,240,1,0,0,0,-51.0,0,1,0,1,7.0,60,0.0,0.0,0.0
565,618,0,0,0,0,0,0,0,0,1,0,0,0,0,96475,1,0,268,0,0,0,1,-48.0,0,0,0,1,6.0,180,7.0,199.0,77.6451612903226
566,619,0,0,0,0,0,0,0,0,0,0,0,1,0,96538,2,1,241,1,1,0,0,-26.0,0,0,0,1,0.0,60,0.0,146.0,18.625
567,620,0,0,1,0,0,0,0,0,0,0,0,0,0,96592,3,1,240,1,0,0,1,-68.0,0,1,0,3,2.0,60,38.0,441.0,81.0964912280702
568,621,0,0,1,0,0,0,0,0,0,0,0,0,0,96729,5,1,240,1,0,1,1,-44.0,0,0,0,2,4.0,120,2.0,1490.0,79.0
569,622,0,0,0,0,0,1,0,0,0,0,0,0,0,96864,2,1,269,0,1,0,0,-15.0,0,0,0,3,2.0,30,12.0,84.0,0.0
570,623,0,0,0,0,1,0,0,0,0,0,0,0,0,96873,4,1,268,0,0,0,0,-195.0,0,0,0,2,7.0,30,28.0,374.0,20.4444444444444
571,624,0,0,0,0,0,0,0,0,1,0,0,0,0,96874,2,1,269,0,1,0,0,-36.0,0,1,0,1,6.0,90,24.0,140.0,24.05
572,625,0,0,0,0,0,0,0,0,1,0,0,0,0,96874,3,1,262,0,1,0,0,-43.0,0,1,0,1,6.0,90,2.0,117.0,7.0
573,626,0,0,0,0,0,1,0,0,0,0,0,0,0,96945,3,1,240,1,0,0,0,-31.0,0,0,0,2,3.0,90,0.0,0.0,0.0
574,627,0,1,0,0,0,0,0,0,0,0,0,0,0,97006,1,0,234,1,1,1,1,-102.0,0,1,1,2,6.0,60,5.0,101.0,80.953488372093
575,628,0,0,0,0,0,0,0,0,0,0,0,1,0,97154,1,0,240,1,0,0,1,-50.0,0,1,0,2,2.0,60,0.0,542.0,78.1627906976744
576,629,0,0,0,0,1,0,0,0,0,0,0,0,0,97486,2,1,241,1,1,0,0,-34.0,0,0,1,3,7.0,60,0.0,0.0,0.0
577,630,0,0,0,0,1,0,0,0,0,0,0,0,0,97486,4,1,241,1,1,0,0,-50.0,0,0,1,3,7.0,60,0.0,0.0,0.0
578,631,0,0,0,0,0,0,0,0,0,1,0,0,0,97567,1,0,268,0,0,0,1,-30.0,0,1,1,3,7.0,60,4.0,296.0,85.8064516129032
579,632,0,1,0,0,0,0,0,0,0,0,0,0,0,234068,2,1,241,1,1,0,0,-213.0,0,0,1,1,8.0,90,0.0,0.0,0.0
580,633,0,0,0,0,0,0,0,0,0,0,1,0,0,97865,1,0,234,1,1,3,0,-123.0,0,1,0,1,2.0,60,20.0,71.0,67.9302325581395
581,634,1,0,0,0,0,0,0,0,0,0,0,0,0,97939,3,1,241,1,1,0,0,-17.0,1,0,0,2,4.0,60,1.0,97.0,11.5
582,635,0,0,0,0,0,0,0,0,0,1,0,0,0,98094,0,0,268,0,0,0,1,-107.0,0,0,1,1,7.0,60,477.0,1533.0,59.6
583,636,0,0,0,0,0,1,0,0,0,0,0,0,0,98256,5,1,269,0,1,0,0,-101.0,0,0,0,1,4.0,120,73.0,282.0,34.0
584,637,1,0,0,0,0,0,0,0,0,0,0,0,0,98268,1,0,268,0,0,0,1,-25.0,0,1,1,3,7.0,60,9.0,514.0,72.2741935483871
585,638,1,0,0,0,0,0,0,0,0,0,0,0,0,98313,1,0,240,1,0,0,1,-22.0,0,1,1,3,3.0,60,0.0,43.0,73.4418604651163
586,639,0,0,0,0,0,0,1,0,0,0,0,0,0,98452,1,0,262,0,1,0,0,-137.0,1,0,0,2,3.0,120,0.0,35.0,0.0
587,640,0,0,1,0,0,0,0,0,0,0,0,0,0,98720,1,0,268,0,0,0,1,-186.0,1,1,1,1,2.0,60,0.0,276.0,54.758064516129
588,641,0,0,0,1,0,0,0,0,0,0,0,0,0,98842,1,0,262,0,1,0,1,-25.0,0,1,0,1,1.0,60,0.0,79.0,50.0
589,642,0,0,0,1,0,0,0,0,0,0,0,0,0,99075,3,1,262,0,1,0,0,-59.0,0,0,0,2,3.0,60,64.0,731.0,56.6
590,643,0,0,0,0,0,0,0,0,0,0,1,0,0,99088,1,0,262,0,1,2,0,-31.0,0,1,0,1,2.0,60,65.0,294.0,44.3333333333333
591,644,0,0,1,0,0,0,0,0,0,0,0,0,0,99151,3,1,241,1,1,0,0,-44.0,0,0,0,1,4.0,120,0.0,397.0,7.66666666666667
592,645,0,0,0,0,0,0,0,0,1,0,0,0,0,99609,3,1,262,0,1,0,0,-151.0,0,1,0,1,8.0,70,0.0,0.0,0.0
593,646,0,0,0,0,1,0,0,0,0,0,0,0,0,99670,5,1,241,1,1,0,0,-27.0,0,1,0,1,0.0,90,263.0,1677.0,90.5
594,647,0,0,0,0,0,0,0,1,0,0,0,0,0,99799,1,0,234,1,1,1,1,-41.0,0,1,0,2,1.0,120,107.0,358.0,110.093023255814
595,648,0,1,0,0,0,0,0,0,0,0,0,0,0,99993,5,1,240,1,0,0,1,-94.0,0,1,0,2,0.0,120,305.0,2291.0,80.0
596,649,0,0,0,0,0,1,0,0,0,0,0,0,0,100064,5,1,268,0,0,0,1,-136.0,0,1,1,2,0.0,60,142.0,3093.0,93.0
597,650,0,0,0,0,0,0,0,0,0,1,0,0,0,100282,1,0,268,0,0,1,0,-54.0,0,1,0,1,2.0,120,0.0,42.0,6.29032258064516
598,651,0,1,0,0,0,0,0,0,0,0,0,0,0,100561,3,1,262,0,1,1,0,-35.0,0,0,0,1,7.0,60,27.0,560.0,81.5
599,652,0,0,0,0,0,1,0,0,0,0,0,0,0,100621,2,1,241,1,1,0,0,-25.0,0,0,1,2,5.0,60,0.0,0.0,0.0
600,653,0,0,1,0,0,0,0,0,0,0,0,0,0,100758,4,1,268,0,0,0,0,-92.0,0,1,0,2,1.0,150,0.0,0.0,0.0
601,654,1,0,0,0,0,0,0,0,0,0,0,0,0,100788,2,1,269,0,1,1,1,-103.0,0,0,0,3,8.0,60,207.0,592.0,20.225
602,655,1,0,0,0,0,0,0,0,0,0,0,0,0,100788,5,1,268,0,0,0,1,-82.0,0,0,0,3,8.0,90,170.0,1379.0,80.3333333333333
603,656,0,0,0,0,0,0,0,0,0,0,1,0,0,100893,0,0,268,0,0,0,1,-62.0,0,0,0,2,2.0,60,27.0,429.0,68.2
604,657,0,1,0,0,0,0,0,0,0,0,0,0,0,101116,0,0,269,0,1,0,1,-80.0,0,1,1,1,6.0,60,158.0,1038.0,78.2
605,658,0,0,1,0,0,0,0,0,0,0,0,0,0,101187,3,1,262,0,1,0,0,-157.0,0,1,1,3,3.0,120,0.0,0.0,0.0
606,659,0,0,1,0,0,0,0,0,0,0,0,0,0,101217,5,1,268,0,0,1,0,-121.0,1,0,1,2,4.0,90,105.0,227.0,2.33333333333333
607,660,0,0,1,0,0,0,0,0,0,0,0,0,0,101217,5,1,269,0,1,2,0,-44.0,1,0,1,2,4.0,60,132.0,208.0,17.0
608,661,0,0,0,0,0,0,0,0,0,0,1,0,0,101279,3,1,262,0,1,0,0,-144.0,0,1,1,2,0.0,60,18.0,94.0,5.5
609,662,0,0,1,0,0,0,0,0,0,0,0,0,0,101306,5,1,240,1,0,0,0,-148.0,0,0,1,2,2.0,120,97.0,769.0,31.5
610,663,0,0,0,0,0,0,0,0,0,0,1,0,0,101414,4,1,268,0,0,0,0,-163.0,0,0,1,1,7.0,105,0.0,0.0,0.0
611,664,0,0,0,0,0,0,0,0,0,0,1,0,0,101420,5,1,268,0,0,0,1,-132.0,0,0,0,1,3.0,120,299.0,3480.0,92.3333333333333
612,665,0,0,1,0,0,0,0,0,0,0,0,0,0,260355,0,0,269,0,1,1,0,-156.0,0,1,1,2,8.0,120,0.0,0.0,0.0
613,666,0,0,0,0,0,0,0,0,0,0,1,0,0,101634,5,1,241,1,1,0,0,-50.0,0,0,0,0,0.0,90,8.0,372.0,42.0
614,667,0,0,1,0,0,0,0,0,0,0,0,0,0,101700,2,1,269,0,1,0,0,-49.0,1,0,0,2,1.0,60,0.0,0.0,0.0
615,668,0,0,0,1,0,0,0,0,0,0,0,0,0,101781,0,0,268,0,0,0,1,-103.0,0,0,1,1,8.0,60,302.0,2307.0,72.4
616,669,0,0,0,1,0,0,0,0,0,0,0,0,0,102028,5,1,268,0,0,1,1,-122.0,0,0,1,2,9.0,60,300.0,2716.0,86.6666666666667
617,670,0,0,0,0,1,0,0,0,0,0,0,0,0,102067,1,0,262,0,1,1,0,-24.0,0,1,0,2,1.0,120,12.0,55.0,0.0
618,671,1,0,0,0,0,0,0,0,0,0,0,0,0,102209,2,1,269,0,1,0,0,-57.0,0,1,1,2,1.0,60,70.0,465.0,24.325
619,672,1,0,0,0,0,0,0,0,0,0,0,0,0,102221,3,1,262,0,1,0,1,-58.0,0,1,1,3,5.0,60,149.0,461.0,82.5
620,673,0,1,0,0,0,0,0,0,0,0,0,0,0,102343,5,1,268,0,0,0,1,-66.0,0,0,0,2,6.0,60,246.0,2337.0,71.3333333333333
621,674,0,0,0,0,1,0,0,0,0,0,0,0,0,102806,0,0,268,0,0,0,1,-107.0,0,0,0,2,3.0,60,127.0,992.0,84.8
622,675,0,1,0,0,0,0,0,0,0,0,0,0,0,102849,1,0,240,1,0,0,0,-51.0,0,1,1,2,2.0,180,0.0,0.0,0.0
623,676,0,0,0,0,0,0,1,0,0,0,0,0,0,102850,3,1,261,0,0,0,1,-39.0,0,1,1,2,7.0,165,37.0,899.0,86.9166666666667
624,677,0,0,0,0,0,0,0,0,1,0,0,0,0,102854,5,1,269,0,1,0,1,-116.0,0,0,0,1,4.0,60,210.0,2667.0,136.5
625,678,0,0,1,0,0,0,0,0,0,0,0,0,0,102952,0,0,268,0,0,0,1,-100.0,0,0,0,3,6.0,60,31.0,696.0,76.4
626,679,0,0,0,0,0,0,0,0,0,0,0,0,1,103496,1,0,262,0,1,0,1,12.0,0,1,1,1,1.0,60,0.0,867.0,56.6666666666667
627,680,0,0,0,0,0,0,1,0,0,0,0,0,0,103535,1,0,234,1,1,0,1,-165.0,0,1,0,2,4.0,120,32.0,165.0,107.325581395349
628,681,0,0,0,0,0,0,0,0,0,1,0,0,0,103594,5,1,269,0,1,0,0,-85.0,0,0,0,1,5.0,180,0.0,0.0,0.0
629,682,0,0,0,0,0,0,0,0,0,1,0,0,0,103800,3,1,261,0,0,0,1,-82.0,0,0,0,2,4.0,90,1.0,106.0,66.6666666666667
630,683,0,0,0,1,0,0,0,0,0,0,0,0,0,103891,3,1,241,1,1,0,0,-144.0,0,0,0,3,7.0,60,0.0,0.0,0.0
631,684,0,0,0,1,0,0,0,0,0,0,0,0,0,103891,3,1,262,0,1,1,0,-25.0,0,0,0,3,7.0,90,0.0,0.0,0.0
632,685,0,0,0,1,0,0,0,0,0,0,0,0,0,103904,3,1,240,1,0,0,1,-22.0,0,0,0,3,7.0,60,104.0,962.0,86.9649122807018
633,686,0,0,0,1,0,0,0,0,0,0,0,0,0,103998,1,0,262,0,1,0,0,-42.0,0,1,0,1,6.0,60,0.0,0.0,0.0
634,687,0,0,0,0,0,0,0,0,1,0,0,0,0,104054,1,0,240,1,0,0,1,-19.0,0,1,1,1,9.0,120,36.0,1070.0,93.046511627907
635,688,0,0,0,0,0,0,1,0,0,0,0,0,0,104213,5,1,268,0,0,0,1,-92.0,0,0,0,2,7.0,60,2.0,1494.0,91.3333333333333
636,689,1,0,0,0,0,0,0,0,0,0,0,0,0,104215,3,1,262,0,1,0,0,-103.0,0,0,0,2,0.0,270,0.0,0.0,0.0
637,690,0,0,0,0,0,0,0,1,0,0,0,0,0,104238,1,0,234,1,1,0,0,-131.0,0,1,0,1,1.0,120,0.0,0.0,0.0
638,691,0,0,1,0,0,0,0,0,0,0,0,0,0,104316,5,1,241,1,1,0,0,-37.0,0,0,0,2,7.0,60,10.0,878.0,68.5
639,694,0,0,0,0,0,0,1,0,0,0,0,0,0,104643,3,1,261,0,0,0,1,-152.0,0,1,0,2,7.0,60,107.0,511.0,84.25
640,695,0,0,0,0,0,0,1,0,0,0,0,0,0,104772,3,1,261,0,0,0,0,-40.0,0,0,1,2,7.0,60,108.0,708.0,22.8333333333333
641,696,0,0,0,0,0,0,1,0,0,0,0,0,0,104772,3,1,262,0,1,1,0,-50.0,0,0,1,2,7.0,60,188.0,95.0,39.5
642,697,0,0,0,0,0,0,0,0,0,0,1,0,0,105125,5,1,269,0,1,0,0,-61.0,0,0,0,1,0.0,60,70.0,488.0,15.5
643,698,1,0,0,0,0,0,0,0,0,0,0,0,0,105168,2,1,269,0,1,0,0,-18.0,0,0,0,3,7.0,60,0.0,463.0,18.1
644,699,0,0,0,0,0,0,0,0,0,0,0,0,1,260367,3,1,241,1,1,0,0,-101.0,0,0,0,1,7.0,120,0.0,0.0,0.0
645,700,1,0,0,0,0,0,0,0,0,0,0,0,0,105168,4,1,268,0,0,0,0,-39.0,0,0,0,3,7.0,90,2.0,565.0,53.3888888888889
646,701,0,0,0,0,0,0,1,0,0,0,0,0,0,105413,2,1,269,0,1,0,1,-43.0,0,0,1,3,7.0,100,15.0,410.0,85.1
647,702,1,0,0,0,0,0,0,0,0,0,0,0,0,105523,2,1,241,1,1,0,1,-25.0,0,0,1,3,6.0,90,37.0,403.0,13.225
648,703,1,0,0,0,0,0,0,0,0,0,0,0,0,105523,3,1,261,0,0,0,1,-37.0,0,0,1,3,6.0,90,2.0,505.0,61.25
649,704,1,0,0,0,0,0,0,0,0,0,0,0,0,105527,1,0,268,0,0,0,1,-92.0,0,1,1,3,4.0,120,51.0,632.0,79.5806451612903
650,705,0,0,0,0,0,0,0,0,1,0,0,0,0,105629,5,1,268,0,0,0,1,-58.0,0,0,1,2,1.0,60,284.0,3181.0,57.0
651,706,0,0,0,0,0,1,0,0,0,0,0,0,0,105851,1,0,268,0,0,0,1,-29.0,1,1,0,2,2.0,60,0.0,269.0,36.5483870967742
652,707,0,0,0,0,1,0,0,0,0,0,0,0,0,105883,1,0,268,0,0,0,1,-29.0,0,1,1,2,0.0,60,30.0,2639.0,71.2096774193548
653,708,0,0,0,0,0,0,0,0,0,0,0,1,0,105939,5,1,269,0,1,0,1,-50.0,0,0,0,2,7.0,60,68.0,1356.0,79.5
654,709,0,0,0,0,1,0,0,0,0,0,0,0,0,106095,1,0,262,0,1,0,1,-161.0,0,1,0,2,7.0,60,23.0,827.0,75.6666666666667
655,710,0,0,0,1,0,0,0,0,0,0,0,0,0,106247,0,0,268,0,0,0,0,5.0,0,0,1,3,8.0,60,0.0,447.0,58.6
656,711,1,0,0,0,0,0,0,0,0,0,0,0,0,106383,1,0,262,0,1,0,0,-44.0,0,1,1,3,5.0,60,0.0,0.0,0.0
657,712,0,0,0,0,0,0,0,0,0,0,1,0,0,106553,3,1,262,0,1,0,1,-136.0,0,1,0,1,4.0,60,27.0,281.0,82.1
658,713,0,0,0,0,0,0,0,1,0,0,0,0,0,106577,0,0,268,0,0,0,1,-107.0,0,0,0,1,2.0,60,149.0,256.0,54.2
659,714,1,0,0,0,0,0,0,0,0,0,0,0,0,106588,1,0,268,0,0,0,1,-24.0,0,1,1,2,6.0,60,77.0,634.0,83.9032258064516
660,715,0,0,0,1,0,0,0,0,0,0,0,0,0,106690,5,1,268,0,0,0,0,-87.0,1,0,1,2,4.0,120,0.0,0.0,0.0
661,716,0,0,0,0,1,0,0,0,0,0,0,0,0,106747,5,1,241,1,1,1,0,-124.0,1,0,0,1,1.0,180,0.0,0.0,0.0
662,717,0,1,0,0,0,0,0,0,0,0,0,0,0,106793,1,0,262,0,1,0,0,-23.0,0,0,1,2,6.0,60,4.0,381.0,45.3333333333333
663,718,0,0,0,0,0,0,0,1,0,0,0,0,0,107028,2,1,241,1,1,0,0,-176.0,0,0,0,1,1.0,90,7.0,78.0,13.9
664,719,0,0,0,0,0,0,0,1,0,0,0,0,0,107028,5,1,268,0,0,0,0,-58.0,0,0,0,1,1.0,90,63.0,464.0,49.3333333333333
665,720,0,0,1,0,0,0,0,0,0,0,0,0,0,107084,5,1,268,0,0,0,0,-17.0,0,0,1,3,0.0,200,2.0,455.0,22.3333333333333
666,721,0,0,0,1,0,0,0,0,0,0,0,0,0,107162,5,1,240,1,0,0,1,-93.0,0,1,1,2,7.0,60,127.0,1914.0,88.0
667,722,1,0,0,0,0,0,0,0,0,0,0,0,0,107339,2,1,241,1,1,0,1,-178.0,0,1,0,3,1.0,60,33.0,969.0,80.0
668,723,1,0,0,0,0,0,0,0,0,0,0,0,0,107339,4,1,268,0,0,0,1,-59.0,0,1,0,3,1.0,60,159.0,1375.0,99.3888888888889
669,724,0,0,0,0,0,0,0,0,0,0,0,0,1,107455,5,1,269,0,1,0,0,-22.0,0,0,0,3,5.0,120,15.0,638.0,70.0
670,725,0,0,1,0,0,0,0,0,0,0,0,0,0,107489,0,0,269,0,1,0,1,-81.0,0,1,0,3,2.0,60,304.0,2234.0,84.6
671,726,0,1,0,0,0,0,0,0,0,0,0,0,0,107713,1,0,234,1,1,2,0,-19.0,0,1,0,1,4.0,150,3.0,106.0,16.046511627907
672,727,0,0,0,0,1,0,0,0,0,0,0,0,0,107883,2,1,269,0,1,0,0,-82.0,0,1,1,3,3.0,90,89.0,537.0,26.5
673,729,0,0,0,1,0,0,0,0,0,0,0,0,0,108118,1,0,268,0,0,0,1,-32.0,0,1,1,2,9.0,60,0.0,275.0,83.9677419354839
